_id;album;musica;compositor;genero
905;The Cream Of Clapton;Wonderful Tonight;Clapton;Blues
906;The Cream Of Clapton;Let It Grow;Clapton;Blues
907;The Cream Of Clapton;Promises;Clapton/F.eldman/Linn;Blues
908;The Cream Of Clapton;I Can't Stand It;Clapton;Blues
909;Unplugged;Signe;Eric Clapton;Blues
910;Unplugged;Before You Accuse Me;Eugene McDaniel;Blues
911;Unplugged;Hey Hey;Big Bill Broonzy;Blues
912;Unplugged;Tears In Heaven;Eric Clapton, Will Jennings;Blues
913;Unplugged;Lonely Stranger;Eric Clapton;Blues
914;Unplugged;Nobody Knows You When You're Down & Out;Jimmy Cox;Blues
915;Unplugged;Layla;Eric Clapton, Jim Gordon;Blues
916;Unplugged;Running On Faith;Jerry Lynn Williams;Blues
917;Unplugged;Walkin' Blues;Robert Johnson;Blues
918;Unplugged;Alberta;Traditional;Blues
919;Unplugged;San Francisco Bay Blues;Jesse Fuller;Blues
920;Unplugged;Malted Milk;Robert Johnson;Blues
921;Unplugged;Old Love;Eric Clapton, Robert Cray;Blues
922;Unplugged;Rollin' And Tumblin;McKinley Morgenfield (Muddy Waters);Blues
1268;Iron Maiden;01 - Prowler;Steve Harris;Blues
1269;Iron Maiden;02 - Sanctuary;David Murray/Paul Di'Anno/Steve Harris;Blues
1270;Iron Maiden;03 - Remember Tomorrow;Harris/Paul Di´Anno;Blues
1271;Iron Maiden;04 - Running Free;Harris/Paul Di´Anno;Blues
1272;Iron Maiden;05 - Phantom of the Opera;Steve Harris;Blues
1273;Iron Maiden;06 - Transylvania;Steve Harris;Blues
1274;Iron Maiden;07 - Strange World;Steve Harris;Blues
1275;Iron Maiden;08 - Charlotte the Harlot;Murray  Dave;Blues
1276;Iron Maiden;09 - Iron Maiden;Steve Harris;Blues
2532;In Step;The House Is Rockin';Doyle Bramhall/Stevie Ray Vaughan;Blues
2533;In Step;Crossfire;B. Carter/C. Layton/R. Ellsworth/R. Wynans/T. Shannon;Blues
2534;In Step;Tightrope;Doyle Bramhall/Stevie Ray Vaughan;Blues
2535;In Step;Let Me Love You Baby;Willie Dixon;Blues
2536;In Step;Leave My Girl Alone;B. Guy;Blues
2537;In Step;Travis Walk;Stevie Ray Vaughan;Blues
2538;In Step;Wall Of Denial;Doyle Bramhall/Stevie Ray Vaughan;Blues
2539;In Step;Scratch-N-Sniff;Doyle Bramhall/Stevie Ray Vaughan;Blues
2540;In Step;Love Me Darlin';C. Burnett;Blues
2541;In Step;Riviera Paradise;Stevie Ray Vaughan;Blues
2572;Live [Disc 1];Midnight From The Inside Out;Chris Robinson/Rich Robinson;Blues
2573;Live [Disc 1];Sting Me;Chris Robinson/Rich Robinson;Blues
2574;Live [Disc 1];Thick & Thin;Chris Robinson/Rich Robinson;Blues
2575;Live [Disc 1];Greasy Grass River;Chris Robinson/Rich Robinson;Blues
2576;Live [Disc 1];Sometimes Salvation;Chris Robinson/Rich Robinson;Blues
2577;Live [Disc 1];Cursed Diamonds;Chris Robinson/Rich Robinson;Blues
2578;Live [Disc 1];Miracle To Me;Chris Robinson/Rich Robinson;Blues
2579;Live [Disc 1];Wiser Time;Chris Robinson/Rich Robinson;Blues
2580;Live [Disc 1];Girl From A Pawnshop;Chris Robinson/Rich Robinson;Blues
2581;Live [Disc 1];Cosmic Fiend;Chris Robinson/Rich Robinson;Blues
2582;Live [Disc 2];Black Moon Creeping;Chris Robinson/Rich Robinson;Blues
2583;Live [Disc 2];High Head Blues;Chris Robinson/Rich Robinson;Blues
2584;Live [Disc 2];Title Song;Chris Robinson/Rich Robinson;Blues
2585;Live [Disc 2];She Talks To Angels;Chris Robinson/Rich Robinson;Blues
2586;Live [Disc 2];Twice As Hard;Chris Robinson/Rich Robinson;Blues
2587;Live [Disc 2];Lickin';Chris Robinson/Rich Robinson;Blues
2588;Live [Disc 2];Soul Singing;Chris Robinson/Rich Robinson;Blues
2589;Live [Disc 2];Hard To Handle;A.Isbell/A.Jones/O.Redding;Blues
2590;Live [Disc 2];Remedy;Chris Robinson/Rich Robinson;Blues
205;Prenda Minha;Jorge Da Capadócia;Jorge Ben;Latin
206;Prenda Minha;Prenda Minha;Tradicional;Latin
207;Prenda Minha;Meditação;Tom Jobim - Newton Mendoça;Latin
208;Prenda Minha;Terra;Caetano Veloso;Latin
209;Prenda Minha;Eclipse Oculto;Caetano Veloso;Latin
210;Prenda Minha;"Texto ""Verdade Tropical""";Caetano Veloso;Latin
211;Prenda Minha;Bem Devagar;Gilberto Gil;Latin
212;Prenda Minha;Drão;Gilberto Gil;Latin
213;Prenda Minha;Saudosismo;Caetano Veloso;Latin
214;Prenda Minha;Carolina;Chico Buarque;Latin
215;Prenda Minha;Sozinho;Peninha;Latin
216;Prenda Minha;Esse Cara;Caetano Veloso;Latin
217;Prenda Minha;Mel;Caetano Veloso - Waly Salomão;Latin
218;Prenda Minha;Linha Do Equador;Caetano Veloso - Djavan;Latin
219;Prenda Minha;Odara;Caetano Veloso;Latin
220;Prenda Minha;A Luz De Tieta;Caetano Veloso;Latin
221;Prenda Minha;Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu;David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto;Latin
222;Prenda Minha;Vida Boa;Fausto Nilo - Armandinho;Latin
223;Sozinho Remix Ao Vivo;Sozinho (Hitmakers Classic Mix);;Latin
224;Sozinho Remix Ao Vivo;Sozinho (Hitmakers Classic Radio Edit);;Latin
225;Sozinho Remix Ao Vivo;Sozinho (Cadrum n Bass);;Latin
226;Minha Historia;Carolina;;Latin
227;Minha Historia;Essa Moça Ta Diferente;;Latin
228;Minha Historia;Vai Passar;;Latin
229;Minha Historia;Samba De Orly;;Latin
230;Minha Historia;Bye, Bye Brasil;;Latin
231;Minha Historia;Atras Da Porta;;Latin
232;Minha Historia;Tatuagem;;Latin
233;Minha Historia;O Que Será (À Flor Da Terra);;Latin
234;Minha Historia;Morena De Angola;;Latin
235;Minha Historia;Apesar De Você;;Latin
236;Minha Historia;A Banda;;Latin
237;Minha Historia;Minha Historia;;Latin
238;Minha Historia;Com Açúcar E Com Afeto;;Latin
239;Minha Historia;Brejo Da Cruz;;Latin
240;Minha Historia;Meu Caro Amigo;;Latin
241;Minha Historia;Geni E O Zepelim;;Latin
242;Minha Historia;Trocando Em Miúdos;;Latin
243;Minha Historia;Vai Trabalhar Vagabundo;;Latin
244;Minha Historia;Gota D'água;;Latin
245;Minha Historia;Construção / Deus Lhe Pague;;Latin
246;Afrociberdelia;Mateus Enter;Chico Science;Latin
247;Afrociberdelia;O Cidadão Do Mundo;Chico Science;Latin
248;Afrociberdelia;Etnia;Chico Science;Latin
249;Afrociberdelia;Quilombo Groove [Instrumental];Chico Science;Latin
250;Afrociberdelia;Macô;Chico Science;Latin
251;Afrociberdelia;Um Passeio No Mundo Livre;Chico Science;Latin
252;Afrociberdelia;Samba Do Lado;Chico Science;Latin
253;Afrociberdelia;Maracatu Atômico;Chico Science;Latin
254;Afrociberdelia;O Encontro De Isaac Asimov Com Santos Dumont No Céu;Chico Science;Latin
255;Afrociberdelia;Corpo De Lama;Chico Science;Latin
256;Afrociberdelia;Sobremesa;Chico Science;Latin
257;Afrociberdelia;Manguetown;Chico Science;Latin
258;Afrociberdelia;Um Satélite Na Cabeça;Chico Science;Latin
259;Afrociberdelia;Baião Ambiental [Instrumental];Chico Science;Latin
260;Afrociberdelia;Sangue De Bairro;Chico Science;Latin
261;Afrociberdelia;Enquanto O Mundo Explode;Chico Science;Latin
262;Afrociberdelia;Interlude Zumbi;Chico Science;Latin
263;Afrociberdelia;Criança De Domingo;Chico Science;Latin
264;Afrociberdelia;Amor De Muito;Chico Science;Latin
265;Afrociberdelia;Samidarish [Instrumental];Chico Science;Latin
266;Afrociberdelia;Maracatu Atômico [Atomic Version];Chico Science;Latin
267;Afrociberdelia;Maracatu Atômico [Ragga Mix];Chico Science;Latin
268;Afrociberdelia;Maracatu Atômico [Trip Hop];Chico Science;Latin
269;Da Lama Ao Caos;Banditismo Por Uma Questa;;Latin
270;Da Lama Ao Caos;Banditismo Por Uma Questa;;Latin
271;Da Lama Ao Caos;Rios Pontes & Overdrives;;Latin
272;Da Lama Ao Caos;Cidade;;Latin
273;Da Lama Ao Caos;Praiera;;Latin
274;Da Lama Ao Caos;Samba Makossa;;Latin
275;Da Lama Ao Caos;Da Lama Ao Caos;;Latin
276;Da Lama Ao Caos;Maracatu De Tiro Certeiro;;Latin
277;Da Lama Ao Caos;Salustiano Song;;Latin
278;Da Lama Ao Caos;Antene Se;;Latin
279;Da Lama Ao Caos;Risoflora;;Latin
280;Da Lama Ao Caos;Lixo Do Mangue;;Latin
281;Da Lama Ao Caos;Computadores Fazem Arte;;Latin
313;Na Pista;Noite Do Prazer;;Latin
314;Na Pista;À Francesa;;Latin
315;Na Pista;Cada Um Cada Um (A Namoradeira);;Latin
316;Na Pista;Linha Do Equador;;Latin
317;Na Pista;Amor Demais;;Latin
318;Na Pista;Férias;;Latin
319;Na Pista;Gostava Tanto De Você;;Latin
320;Na Pista;Flor Do Futuro;;Latin
321;Na Pista;Felicidade Urgente;;Latin
322;Na Pista;Livre Pra Viver;;Latin
374;Chill: Brazil (Disc 1);Guanabara;Marcos Valle;Latin
375;Chill: Brazil (Disc 1);Mas Que Nada;Jorge Ben;Latin
376;Chill: Brazil (Disc 1);Vôo Sobre o Horizonte;J.r.Bertami/Parana;Latin
377;Chill: Brazil (Disc 1);A Paz;Donato/Gilberto Gil;Latin
378;Chill: Brazil (Disc 1);Wave (Vou te Contar);Antonio Carlos Jobim;Latin
379;Chill: Brazil (Disc 1);Água de Beber;Antonio Carlos Jobim/Vinicius de Moraes;Latin
380;Chill: Brazil (Disc 1);Samba da Bençaco;Baden Powell/Vinicius de Moraes;Latin
381;Chill: Brazil (Disc 1);Pode Parar;Jorge Vercilo/Jota Maranhao;Latin
382;Chill: Brazil (Disc 1);Menino do Rio;Caetano Veloso;Latin
383;Chill: Brazil (Disc 1);Ando Meio Desligado;Caetano Veloso;Latin
384;Chill: Brazil (Disc 1);Mistério da Raça;Luiz Melodia/Ricardo Augusto;Latin
385;Chill: Brazil (Disc 1);All Star;Nando Reis;Latin
386;Chill: Brazil (Disc 1);Menina Bonita;Alexandre Brazil/Pedro Luis/Rodrigo Cabelo;Latin
387;Chill: Brazil (Disc 1);Pescador de Ilusões;Macelo Yuka/O Rappa;Latin
388;Chill: Brazil (Disc 1);À Vontade (Live Mix);Bombom/Ed Motta;Latin
389;Chill: Brazil (Disc 1);Maria Fumaça;Luiz Carlos/Oberdan;Latin
390;Chill: Brazil (Disc 1);Sambassim (dj patife remix);Alba Carvalho/Fernando Porto;Latin
391;Chill: Brazil (Disc 2);Garota De Ipanema;Vários;Latin
392;Chill: Brazil (Disc 2);Tim Tim Por Tim Tim;Vários;Latin
393;Chill: Brazil (Disc 2);Tarde Em Itapoã;Vários;Latin
394;Chill: Brazil (Disc 2);Tanto Tempo;Vários;Latin
395;Chill: Brazil (Disc 2);Eu Vim Da Bahia - Live;Vários;Latin
396;Chill: Brazil (Disc 2);Alô Alô Marciano;Vários;Latin
397;Chill: Brazil (Disc 2);Linha Do Horizonte;Vários;Latin
398;Chill: Brazil (Disc 2);Only A Dream In Rio;Vários;Latin
399;Chill: Brazil (Disc 2);Abrir A Porta;Vários;Latin
400;Chill: Brazil (Disc 2);Alice;Vários;Latin
401;Chill: Brazil (Disc 2);Momentos Que Marcam;Vários;Latin
402;Chill: Brazil (Disc 2);Um Jantar Pra Dois;Vários;Latin
403;Chill: Brazil (Disc 2);Bumbo Da Mangueira;Vários;Latin
404;Chill: Brazil (Disc 2);Mr Funk Samba;Vários;Latin
405;Chill: Brazil (Disc 2);Santo Antonio;Vários;Latin
406;Chill: Brazil (Disc 2);Por Você;Vários;Latin
407;Chill: Brazil (Disc 2);Só Tinha De Ser Com Você;Vários;Latin
501;Meus Momentos;Grito De Alerta;Gonzaga Jr.;Latin
502;Meus Momentos;Não Dá Mais Pra Segurar (Explode Coração);;Latin
503;Meus Momentos;Começaria Tudo Outra Vez;;Latin
504;Meus Momentos;O Que É O Que É ?;;Latin
505;Meus Momentos;Sangrando;Gonzaga Jr/Gonzaguinha;Latin
506;Meus Momentos;Diga Lá, Coração;;Latin
507;Meus Momentos;Lindo Lago Do Amor;Gonzaga Jr.;Latin
508;Meus Momentos;Eu Apenas Queria Que Voçê Soubesse;;Latin
509;Meus Momentos;Com A Perna No Mundo;Gonzaga Jr.;Latin
510;Meus Momentos;E Vamos À Luta;;Latin
511;Meus Momentos;Um Homem Também Chora (Guerreiro Menino);;Latin
512;Meus Momentos;Comportamento Geral;Gonzaga Jr;Latin
513;Meus Momentos;Ponto De Interrogação;;Latin
514;Meus Momentos;Espere Por Mim, Morena;Gonzaguinha;Latin
515;Minha Historia;Meia-Lua Inteira;;Latin
516;Minha Historia;Voce e Linda;;Latin
517;Minha Historia;Um Indio;;Latin
518;Minha Historia;Podres Poderes;;Latin
519;Minha Historia;Voce Nao Entende Nada - Cotidiano;;Latin
520;Minha Historia;O Estrangeiro;;Latin
521;Minha Historia;Menino Do Rio;;Latin
522;Minha Historia;Qualquer Coisa;;Latin
523;Minha Historia;Sampa;;Latin
524;Minha Historia;Queixa;;Latin
525;Minha Historia;O Leaozinho;;Latin
526;Minha Historia;Fora Da Ordem;;Latin
527;Minha Historia;Terra;;Latin
528;Minha Historia;Alegria, Alegria;;Latin
556;Sambas De Enredo 2001;Imperatriz;Guga/Marquinho Lessa/Tuninho Professor;Latin
557;Sambas De Enredo 2001;Beija-Flor;Caruso/Cleber/Deo/Osmar;Latin
558;Sambas De Enredo 2001;Viradouro;Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto;Latin
559;Sambas De Enredo 2001;Mocidade;Domenil/J. Brito/Joaozinho/Rap, Marcelo Do;Latin
560;Sambas De Enredo 2001;Unidos Da Tijuca;Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir;Latin
561;Sambas De Enredo 2001;Salgueiro;Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da;Latin
562;Sambas De Enredo 2001;Mangueira;Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia;Latin
563;Sambas De Enredo 2001;União Da Ilha;Dito/Djalma Falcao/Ilha, Almir Da/Márcio André;Latin
564;Sambas De Enredo 2001;Grande Rio;Carlos Santos/Ciro/Claudio Russo/Zé Luiz;Latin
565;Sambas De Enredo 2001;Portela;Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno;Latin
566;Sambas De Enredo 2001;Caprichosos;Gule/Jorge 101/Lequinho/Luiz Piao;Latin
567;Sambas De Enredo 2001;Tradição;Adalto Magalha/Lourenco;Latin
568;Sambas De Enredo 2001;Império Serrano;Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao;Latin
569;Sambas De Enredo 2001;Tuiuti;Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som;Latin
583;The Best of Ed Motta;Solução;;Latin
584;The Best of Ed Motta;Manuel;;Latin
585;The Best of Ed Motta;Entre E Ouça;;Latin
586;The Best of Ed Motta;Um Contrato Com Deus;;Latin
587;The Best of Ed Motta;Um Jantar Pra Dois;;Latin
588;The Best of Ed Motta;Vamos Dançar;;Latin
589;The Best of Ed Motta;Um Love;;Latin
590;The Best of Ed Motta;Seis Da Tarde;;Latin
591;The Best of Ed Motta;Baixo Rio;;Latin
592;The Best of Ed Motta;Sombras Do Meu Destino;;Latin
593;The Best of Ed Motta;Do You Have Other Loves?;;Latin
594;The Best of Ed Motta;Agora Que O Dia Acordou;;Latin
595;The Best of Ed Motta;Já!!!;;Latin
596;The Best of Ed Motta;A Rua;;Latin
661;Vozes do MPB;Linha de Passe (João Bosco);;Latin
662;Vozes do MPB;Pela Luz dos Olhos Teus (Miúcha e Tom Jobim);;Latin
663;Vozes do MPB;Chão de Giz (Elba Ramalho);;Latin
664;Vozes do MPB;Marina (Dorival Caymmi);;Latin
665;Vozes do MPB;Aquarela (Toquinho);;Latin
666;Vozes do MPB;Coração do Agreste (Fafá de Belém);;Latin
667;Vozes do MPB;Dona (Roupa Nova);;Latin
668;Vozes do MPB;Começaria Tudo Outra Vez (Maria Creuza);;Latin
669;Vozes do MPB;Caçador de Mim (Sá & Guarabyra);;Latin
670;Vozes do MPB;Romaria (Renato Teixeira);;Latin
671;Vozes do MPB;As Rosas Não Falam (Beth Carvalho);;Latin
672;Vozes do MPB;Wave (Os Cariocas);;Latin
673;Vozes do MPB;Garota de Ipanema (Dick Farney);;Latin
674;Vozes do MPB;Preciso Apender a Viver Só (Maysa);;Latin
715;Cássia Eller - Coleção Sem Limite [Disc 2];Gatas Extraordinárias;;Latin
716;Cássia Eller - Coleção Sem Limite [Disc 2];Brasil;;Latin
717;Cássia Eller - Coleção Sem Limite [Disc 2];Eu Sou Neguinha (Ao Vivo);;Latin
718;Cássia Eller - Coleção Sem Limite [Disc 2];Geração Coca-Cola (Ao Vivo);;Latin
719;Cássia Eller - Coleção Sem Limite [Disc 2];Lanterna Dos Afogados;;Latin
720;Cássia Eller - Coleção Sem Limite [Disc 2];Coroné Antonio Bento;;Latin
721;Cássia Eller - Coleção Sem Limite [Disc 2];Você Passa, Eu Acho Graça (Ao Vivo);;Latin
722;Cássia Eller - Coleção Sem Limite [Disc 2];Meu Mundo Fica Completo (Com Você);;Latin
723;Cássia Eller - Coleção Sem Limite [Disc 2];1° De Julho;;Latin
724;Cássia Eller - Coleção Sem Limite [Disc 2];Música Urbana 2;;Latin
725;Cássia Eller - Coleção Sem Limite [Disc 2];Vida Bandida (Ao Vivo);;Latin
726;Cássia Eller - Coleção Sem Limite [Disc 2];Palavras Ao Vento;;Latin
727;Cássia Eller - Coleção Sem Limite [Disc 2];Não Sei O Que Eu Quero Da Vida;;Latin
728;Cássia Eller - Coleção Sem Limite [Disc 2];Woman Is The Nigger Of The World (Ao Vivo);;Latin
729;Cássia Eller - Coleção Sem Limite [Disc 2];Juventude Transviada (Ao Vivo);;Latin
730;Cássia Eller - Sem Limite [Disc 1];Malandragem;;Latin
731;Cássia Eller - Sem Limite [Disc 1];O Segundo Sol;;Latin
732;Cássia Eller - Sem Limite [Disc 1];Smells Like Teen Spirit (Ao Vivo);;Latin
733;Cássia Eller - Sem Limite [Disc 1];E.C.T.;;Latin
734;Cássia Eller - Sem Limite [Disc 1];Todo Amor Que Houver Nesta Vida;;Latin
735;Cássia Eller - Sem Limite [Disc 1];Metrô. Linha 743;;Latin
736;Cássia Eller - Sem Limite [Disc 1];Nós (Ao Vivo);;Latin
737;Cássia Eller - Sem Limite [Disc 1];Na Cadência Do Samba;;Latin
738;Cássia Eller - Sem Limite [Disc 1];Admirável Gado Novo;;Latin
739;Cássia Eller - Sem Limite [Disc 1];Eleanor Rigby;;Latin
740;Cássia Eller - Sem Limite [Disc 1];Socorro;;Latin
741;Cássia Eller - Sem Limite [Disc 1];Blues Da Piedade;;Latin
742;Cássia Eller - Sem Limite [Disc 1];Rubens;;Latin
743;Cássia Eller - Sem Limite [Disc 1];Não Deixe O Samba Morrer - Cassia Eller e Alcione;;Latin
744;Cássia Eller - Sem Limite [Disc 1];Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos);;Latin
851;Djavan Ao Vivo - Vol. 02;Pétala;;Latin
852;Djavan Ao Vivo - Vol. 02;Meu Bem-Querer;;Latin
853;Djavan Ao Vivo - Vol. 02;Cigano;;Latin
854;Djavan Ao Vivo - Vol. 02;Boa Noite;;Latin
855;Djavan Ao Vivo - Vol. 02;Fato Consumado;;Latin
856;Djavan Ao Vivo - Vol. 02;Faltando Um Pedaço;;Latin
857;Djavan Ao Vivo - Vol. 02;Álibi;;Latin
858;Djavan Ao Vivo - Vol. 02;Esquinas;;Latin
859;Djavan Ao Vivo - Vol. 02;Se...;;Latin
860;Djavan Ao Vivo - Vol. 02;Eu Te Devoro;;Latin
861;Djavan Ao Vivo - Vol. 02;Lilás;;Latin
862;Djavan Ao Vivo - Vol. 02;Acelerou;;Latin
863;Djavan Ao Vivo - Vol. 02;Um Amor Puro;;Latin
864;Djavan Ao Vivo - Vol. 1;Samurai;Djavan;Latin
865;Djavan Ao Vivo - Vol. 1;Nem Um Dia;Djavan;Latin
866;Djavan Ao Vivo - Vol. 1;Oceano;Djavan;Latin
867;Djavan Ao Vivo - Vol. 1;Açai;Djavan;Latin
868;Djavan Ao Vivo - Vol. 1;Serrado;Djavan;Latin
869;Djavan Ao Vivo - Vol. 1;Flor De Lis;Djavan;Latin
870;Djavan Ao Vivo - Vol. 1;Amar É Tudo;Djavan;Latin
871;Djavan Ao Vivo - Vol. 1;Azul;Djavan;Latin
872;Djavan Ao Vivo - Vol. 1;Seduzir;Djavan;Latin
873;Djavan Ao Vivo - Vol. 1;A Carta;Djavan - Gabriel, O Pensador;Latin
874;Djavan Ao Vivo - Vol. 1;Sina;Djavan;Latin
875;Djavan Ao Vivo - Vol. 1;Acelerou;Djavan;Latin
876;Djavan Ao Vivo - Vol. 1;Um Amor Puro;Djavan;Latin
877;Elis Regina-Minha História;O Bêbado e a Equilibrista;;Latin
878;Elis Regina-Minha História;O Mestre-Sala dos Mares;;Latin
879;Elis Regina-Minha História;Atrás da Porta;;Latin
880;Elis Regina-Minha História;Dois Pra Lá, Dois Pra Cá;;Latin
881;Elis Regina-Minha História;Casa no Campo;;Latin
882;Elis Regina-Minha História;Romaria;;Latin
883;Elis Regina-Minha História;Alô, Alô, Marciano;;Latin
884;Elis Regina-Minha História;Me Deixas Louca;;Latin
885;Elis Regina-Minha História;Fascinação;;Latin
886;Elis Regina-Minha História;Saudosa Maloca;;Latin
887;Elis Regina-Minha História;As Aparências Enganam;;Latin
888;Elis Regina-Minha História;Madalena;;Latin
889;Elis Regina-Minha História;Maria Rosa;;Latin
890;Elis Regina-Minha História;Aprendendo A Jogar;;Latin
975;Deixa Entrar;Deixa Entrar;;Latin
976;Deixa Entrar;Falamansa Song;;Latin
977;Deixa Entrar;Xote Dos Milagres;;Latin
978;Deixa Entrar;Rindo À Toa;;Latin
979;Deixa Entrar;Confidência;;Latin
980;Deixa Entrar;Forró De Tóquio;;Latin
981;Deixa Entrar;Zeca Violeiro;;Latin
982;Deixa Entrar;Avisa;;Latin
983;Deixa Entrar;Principiando/Decolagem;;Latin
984;Deixa Entrar;Asas;;Latin
985;Deixa Entrar;Medo De Escuro;;Latin
986;Deixa Entrar;Oração;;Latin
987;Deixa Entrar;Minha Gata;;Latin
988;Deixa Entrar;Desaforo;;Latin
1057;Roda De Funk;Entrando Na Sua (Intro);;Latin
1058;Roda De Funk;Nervosa;;Latin
1059;Roda De Funk;Funk De Bamba (Com Fernanda Abreu);;Latin
1060;Roda De Funk;Call Me At Cleo´s;;Latin
1061;Roda De Funk;Olhos Coloridos (Com Sandra De Sá);;Latin
